fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon_x,Decathlon_x,Deporvillage_x,anio,dia_semana,es_black_friday,mes,dia,nombre_dia,semana_anio,trimestre,es_fin_semana,es_festivo,es_cyber_monday,inicio_mes,fin_mes,inicio_trimestre,fin_trimestre,dia_anio,semana_mes,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,media_movil_7,descuento_pct,Amazon_y,Decathlon_y,Deporvillage_y,Amazon,Decathlon,Deporvillage,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2021-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,115.93,1159.3,83.35,108.15,96.28,2021,6,0,11,21,Sunday,46,4,1,0,0,0,0,0,0,325,3,13.0,14.0,9.0,10.0,11.0,12.0,9.0,11.142857142857142,0.8086956521739189,83.35,108.15,96.28,83.35,108.15,96.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,114.98,1264.78,81.39,106.79,96.18,2021,0,0,11,22,Monday,47,4,0,0,0,0,0,0,0,326,4,10.0,13.0,14.0,9.0,10.0,11.0,12.0,11.285714285714286,-0.017391304347822628,81.39,106.79,96.18,81.39,106.79,96.18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,112.09,1345.08,78.67,101.35,87.94,2021,1,0,11,23,Tuesday,47,4,0,0,0,0,0,0,0,327,4,11.0,10.0,13.0,14.0,9.0,10.0,11.0,11.142857142857142,-2.5304347826086926,78.67,101.35,87.94,78.67,101.35,87.94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.91,1566.74,76.69,97.93,89.3,2021,2,0,11,24,Wednesday,47,4,0,0,0,0,0,0,0,328,4,12.0,11.0,10.0,13.0,14.0,9.0,10.0,11.285714285714286,-2.6869565217391336,76.69,97.93,89.3,76.69,97.93,89.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,112.33,1572.62,78.72,102.47,89.6,2021,3,0,11,25,Thursday,47,4,0,0,0,0,0,0,0,329,4,14.0,12.0,11.0,10.0,13.0,14.0,9.0,11.857142857142858,-2.3217391304347843,78.72,102.47,89.6,78.72,102.47,89.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,44,97.75,4301.0,79.9,107.2625,91.675,2021,4,1,11,26,Friday,47,4,0,0,0,0,0,0,0,330,4,14.0,14.0,12.0,11.0,10.0,13.0,14.0,12.571428571428571,-15.0,79.9,107.2625,91.675,79.9,107.2625,91.675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,49,101.2,4958.8,85.33749999999999,108.5,98.05,2021,5,0,11,27,Saturday,47,4,1,0,0,0,0,0,0,331,4,44.0,14.0,14.0,12.0,11.0,10.0,13.0,16.857142857142858,-11.999999999999998,85.33749999999999,108.5,98.05,85.33749999999999,108.5,98.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,101.2,3643.2,83.65,112.375,96.975,2021,6,0,11,28,Sunday,47,4,1,0,0,0,0,0,0,332,4,49.0,44.0,14.0,14.0,12.0,11.0,10.0,22.0,-11.999999999999998,83.65,112.375,96.975,83.65,112.375,96.975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,97.75,3519.0,79.9625,105.025,94.1625,2021,0,0,11,29,Monday,48,4,0,0,1,0,0,0,0,333,5,36.0,49.0,44.0,14.0,14.0,12.0,11.0,25.714285714285715,-15.0,79.9625,105.025,94.1625,79.9625,105.025,94.1625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,35,105.8,3703.0,92.4125,119.7875,105.7125,2021,1,0,11,30,Tuesday,48,4,0,0,0,0,1,0,0,334,5,36.0,36.0,49.0,44.0,14.0,14.0,12.0,29.285714285714285,-8.000000000000004,92.4125,119.7875,105.7125,92.4125,119.7875,105.7125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,112.83,1128.3,85.01,110.34,101.28,2022,1,0,11,1,Tuesday,44,4,0,0,0,1,0,0,0,305,1,9.0,14.0,14.0,12.0,12.0,11.0,10.0,11.714285714285714,-1.8869565217391318,85.01,110.34,101.28,85.01,110.34,101.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,112.95,1694.25,85.6,114.18,96.64,2022,2,0,11,2,Wednesday,44,4,0,0,0,0,0,0,0,306,1,10.0,9.0,14.0,14.0,12.0,12.0,11.0,11.714285714285714,-1.7826086956521714,85.6,114.18,96.64,85.6,114.18,96.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,114.98,1034.82,87.47,112.35,101.42,2022,3,0,11,3,Thursday,44,4,0,0,0,0,0,0,0,307,1,15.0,10.0,9.0,14.0,14.0,12.0,12.0,12.285714285714286,-0.017391304347822628,87.47,112.35,101.42,87.47,112.35,101.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,114.49,1373.88,86.85,112.86,101.02,2022,4,0,11,4,Friday,44,4,0,0,0,0,0,0,0,308,1,9.0,15.0,10.0,9.0,14.0,14.0,12.0,11.857142857142858,-0.44347826086956965,86.85,112.86,101.02,86.85,112.86,101.02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,112.65,2027.7,88.12,111.18,98.61,2022,5,0,11,5,Saturday,44,4,1,0,0,0,0,0,0,309,1,12.0,9.0,15.0,10.0,9.0,14.0,14.0,11.857142857142858,-2.04347826086956,88.12,111.18,98.61,88.12,111.18,98.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,117.88,1060.92,87.26,114.88,101.51,2022,6,0,11,6,Sunday,44,4,1,0,0,0,0,0,0,310,1,18.0,12.0,9.0,15.0,10.0,9.0,14.0,12.428571428571429,2.5043478260869523,87.26,114.88,101.51,87.26,114.88,101.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,115.72,1041.48,85.98,109.97,100.68,2022,0,0,11,7,Monday,45,4,0,0,0,0,0,0,0,311,1,9.0,18.0,12.0,9.0,15.0,10.0,9.0,11.714285714285714,0.6260869565217381,85.98,109.97,100.68,85.98,109.97,100.68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,116.59,1049.31,86.28,112.64,100.04,2022,1,0,11,8,Tuesday,45,4,0,0,0,0,0,0,0,312,2,9.0,9.0,18.0,12.0,9.0,15.0,10.0,11.714285714285714,1.382608695652177,86.28,112.64,100.04,86.28,112.64,100.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-09,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,116.68,1050.12,86.15,112.1,99.05,2022,2,0,11,9,Wednesday,45,4,0,0,0,0,0,0,0,313,2,9.0,9.0,9.0,18.0,12.0,9.0,15.0,11.571428571428571,1.4608695652173973,86.15,112.1,99.05,86.15,112.1,99.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-10,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,117.99,1297.89,86.45,112.38,100.4,2022,3,0,11,10,Thursday,45,4,0,0,0,0,0,0,0,314,2,9.0,9.0,9.0,9.0,18.0,12.0,9.0,10.714285714285714,2.5999999999999956,86.45,112.38,100.4,86.45,112.38,100.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,114.08,1483.04,85.08,111.14,101.1,2022,4,0,11,11,Friday,45,4,0,0,0,0,0,0,0,315,2,11.0,9.0,9.0,9.0,9.0,18.0,12.0,11.0,-0.8000000000000014,85.08,111.14,101.1,85.08,111.14,101.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,116.05,1276.55,85.03,109.34,98.5,2022,5,0,11,12,Saturday,45,4,1,0,0,0,0,0,0,316,2,13.0,11.0,9.0,9.0,9.0,9.0,18.0,11.142857142857142,0.9130434782608671,85.03,109.34,98.5,85.03,109.34,98.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,113.06,1469.78,87.76,112.84,99.23,2022,6,0,11,13,Sunday,45,4,1,0,0,0,0,0,0,317,2,11.0,13.0,11.0,9.0,9.0,9.0,9.0,10.142857142857142,-1.6869565217391285,87.76,112.84,99.23,87.76,112.84,99.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,116.78,1167.8,87.39,109.19,100.0,2022,0,0,11,14,Monday,46,4,0,0,0,0,0,0,0,318,2,13.0,11.0,13.0,11.0,9.0,9.0,9.0,10.714285714285714,1.5478260869565228,87.39,109.19,100.0,87.39,109.19,100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
